dest_country,cmdCode,commodity,demand_4y_total,demand_yr1,gcc_2023_exp,uv_mean,uv_cagr,viability_score,grade,penetration_pct,is_saturated,ml_growth_prob,imp_exp_ratio,pen_opportunity,dist_km,dist_sensitivity,weighted_dist_km,hs2,lpi_score,mfn_tariff_rate,demand_4y_total_n,uv_mean_n,viability_score_n,pen_opportunity_n,ml_growth_prob_n,uv_cagr_pos,uv_cagr_n,lpi_n,tariff_n_inv,dist_n_inv,landing_cost_n,opportunity_score,opportunity_rationale,gcc_country,recommended_transport,transport_rationale
Belgium,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",105002130912.21951,25769568724.949993,200499059.659,17.859171182658955,12.07,1.0,A+,1.19,False,0.45855570970148074,0.9999999950902065,0.9881,4757.178028156556,1.25,5946.472535195695,87,4.0,7.049183673469388,0.1036101198946024,0.028968854836168918,0.99999999875,0.9913867313032441,0.3478329802997417,12.07,0.3672041375002372,0.7857142851530613,0.9816222399574834,0.7273943563361724,0.8494974848706079,0.5994317407084038,"low GCC penetration (high entry room) | rising prices (+12%/yr) | stable market (A+ grade) | low landing cost (tariff 7.0%, LPI 4.0)",Bahrain,Sea,"Standard sea freight; low unit value ($17.9/kg), non-perishable, long-haul route (4,757 km)"
Canada,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",123034100204.0,30758525051.0,200499059.659,17.859171182658955,12.07,1.0,A+,1.19,False,0.4913395808993368,0.9999999950902065,0.9881,10382.091972293898,1.25,12977.614965367373,87,4.0,3.812142857142857,0.12140304056071423,0.028968854836168918,0.99999999875,0.9913867313032441,0.40204279267763704,12.07,0.3672041375002372,0.7857142851530613,0.9900614525139924,0.3997068729332329,0.7709512990424766,0.5975190242385016,"low GCC penetration (high entry room) | rising prices (+12%/yr) | stable market (A+ grade) | low landing cost (tariff 3.8%, LPI 4.0)",Bahrain,Sea,"Standard sea freight; low unit value ($17.9/kg), non-perishable, long-haul route (10,382 km)"
United Kingdom,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",142423280568.0,35605820142.0,200499059.659,17.859171182658955,12.07,1.0,A+,1.19,False,0.4603553776260845,0.9999999950902065,0.9881,5080.4080606749285,1.25,6350.51007584366,87,3.7,5.184795918367347,0.14053517984152158,0.028968854836168918,0.99999999875,0.9913867313032441,0.3508088235107676,12.07,0.3672041375002372,0.5714285710204083,0.9864828411812004,0.708564124092959,0.7717341673528628,0.5972960923885744,"low GCC penetration (high entry room) | rising prices (+12%/yr) | stable market (A+ grade) | low landing cost (tariff 5.2%, LPI 3.7)",Bahrain,Sea,"Standard sea freight; low unit value ($17.9/kg), non-perishable, long-haul route (5,080 km)"
Switzerland,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",59160013288.39857,13466399989.982124,200499059.659,17.859171182658955,12.07,1.0,A+,1.19,False,0.4793457137573306,0.9999999950902065,0.9881,4417.145069062916,1.25,5521.431336328646,87,4.1,0.0,0.05837572819568697,0.028968854836168918,0.99999999875,0.9913867313032441,0.3822103182413636,12.07,0.3672041375002372,0.8571428565306121,1.0,0.7472034673280985,0.8868008666177389,0.5971563838399068,"low GCC penetration (high entry room) | rising prices (+12%/yr) | stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 4.1)",Bahrain,Sea,"Standard sea freight; low unit value ($17.9/kg), non-perishable, long-haul route (4,417 km)"
Germany,8409,Parts suitable for use solely or principally with the engines of heading no. 8407 or 8408,57576243013.34745,13882814142.6133,98132207.26,39.817584366009726,19.71,1.0,A+,1.67,False,0.44715268995969754,0.999999993878043,0.9833,4255.625774891001,1.25,5319.532218613751,84,4.1,1.7803903345724907,0.056812953858544776,0.06489326411574052,0.99999999875,0.9707148967669469,0.328977502341912,19.71,0.5996349254457064,0.8571428565306121,0.9953583864648138,0.756613007021302,0.8872966061269653,0.5968700349727345,"low GCC penetration (high entry room) | rising prices (+20%/yr) | stable market (A+ grade) | low landing cost (tariff 1.8%, LPI 4.1)",Bahrain,Sea,"Standard sea freight; low unit value ($39.8/kg), non-perishable, long-haul route (4,256 km)"
India,8411,"Turbo-jets, turbo-propellers and other gas turbines",13647103828.0,3411775957.0,277114485.535,611.3916335660742,32.87,0.85,A,2.1,False,0.4050859940874326,0.999999996438682,0.979,2632.450908574484,1.25,3290.5636357181047,84,3.4,7.75224907063197,0.013466180369319663,0.999999999998364,0.8124999989843749,0.9521963783281809,0.2594180632863255,32.87,0.9999999999695772,0.3571428568877551,0.9797892947879768,0.8511734024955363,0.7297090684497891,0.5917039871499149,"low GCC penetration (high entry room) | rising prices (+33%/yr) | premium unit value ($611/kg) | stable market (A grade) | proximity advantage (1.2x sensitivity) | low landing cost (tariff 7.8%, LPI 3.4)",Bahrain,Air,High unit value ($611/kg > $50/kg threshold); air freight cost-competitive
Sweden,2106,Food preparations not elsewhere specified or included,2554669442.3235545,615861504.1955011,122196242.812,5.168428520127059,3.23,1.0,A+,1.13,False,0.623836870973868,0.999999990371016,0.9887,4453.034303288559,1.5,6679.551454932839,21,4.0,9.229333333333333,0.0025207976535029457,0.00820654247490083,0.99999999875,0.9939707106202814,0.6211338570663241,3.23,0.0982658959507677,0.7857142851530613,0.9759384233396033,0.6932290995901866,0.8386826440369595,0.5908625584513745,"low GCC penetration (high entry room) | stable market (A+ grade) | low landing cost (tariff 9.2%, LPI 4.0)",Bahrain,Air,"Perishable commodity (HS2 21) on long-haul route (4,453 km > 3,000 km threshold)"
Sweden,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",70694850562.11093,16013210069.722967,200499059.659,17.859171182658955,12.07,1.0,A+,1.19,False,0.4520191182005068,0.9999999950902065,0.9881,4453.034303288559,1.25,5566.292879110699,87,4.0,7.049183673469388,0.06975764889367904,0.028968854836168918,0.99999999875,0.9913867313032441,0.33702439101752424,12.07,0.3672041375002372,0.7857142851530613,0.9816222399574834,0.7451126881692605,0.85392706782888,0.5905522014736919,"low GCC penetration (high entry room) | rising prices (+12%/yr) | stable market (A+ grade) | low landing cost (tariff 7.0%, LPI 4.0)",Bahrain,Sea,"Standard sea freight; low unit value ($17.9/kg), non-perishable, long-haul route (4,453 km)"
Japan,8409,Parts suitable for use solely or principally with the engines of heading no. 8407 or 8408,22593780940.0,5648445235.0,98132207.26,39.817584366009726,19.71,1.0,A+,1.67,False,0.5534126234550569,0.999999993878043,0.9833,8274.580008593974,1.25,10343.225010742466,84,3.9,0.0,0.022294251973883506,0.06489326411574052,0.99999999875,0.9707148967669469,0.5046837520189718,19.71,0.5996349254457064,0.7142857137755102,1.0,0.5224830253304105,0.7806207561540311,0.5898096069733351,"low GCC penetration (high entry room) | rising prices (+20%/yr) | stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 3.9)",Bahrain,Sea,"Standard sea freight; low unit value ($39.8/kg), non-perishable, long-haul route (8,275 km)"
Switzerland,2106,Food preparations not elsewhere specified or included,3119783824.6392555,728549550.9057139,122196242.812,5.168428520127059,3.23,1.0,A+,1.13,False,0.578527843221633,0.999999990371016,0.9887,4417.145069062916,1.5,6625.717603594374,21,4.1,0.0,0.0030784203517850157,0.00820654247490083,0.99999999875,0.9939707106202814,0.5462130559611106,3.23,0.0982658959507677,0.8571428565306121,1.0,0.6957380345807922,0.8739345084309122,0.5887976636745166,"low GCC penetration (high entry room) | stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 4.1)",Bahrain,Air,"Perishable commodity (HS2 21) on long-haul route (4,417 km > 3,000 km threshold)"
Switzerland,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",6606711128.02585,1567095716.8988547,102061972.395,12.543448843234973,14.1,1.0,A+,0.99,False,0.48917845174824004,0.9999999887561456,0.9901,4417.145069062916,1.25,5521.431336328646,87,4.1,0.0,0.006519121690264881,0.02027222528723498,0.99999999875,0.9999999956933678,0.3984692547907197,14.1,0.42896257984700453,0.8571428565306121,1.0,0.7472034673280985,0.8868008666177389,0.5887847679484892,"low GCC penetration (high entry room) | rising prices (+14%/yr) | stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 4.1)",Bahrain,Sea,"Standard sea freight; low unit value ($12.5/kg), non-perishable, long-haul route (4,417 km)"
France,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",187524003363.72406,45452774488.54045,200499059.659,17.859171182658955,12.07,0.85,A,1.19,False,0.5196304559355496,0.9999999950902065,0.9881,4838.854311547858,1.25,6048.567889434822,87,3.9,7.049183673469388,0.185038005334598,0.028968854836168918,0.8124999989843749,0.9913867313032441,0.44882320547464283,12.07,0.3672041375002372,0.7142857137755102,0.9816222399574834,0.7226361865181086,0.8233079424339491,0.5884593032672688,"low GCC penetration (high entry room) | rising prices (+12%/yr) | stable market (A grade) | low landing cost (tariff 7.0%, LPI 3.9)",Bahrain,Sea,"Standard sea freight; low unit value ($17.9/kg), non-perishable, long-haul route (4,839 km)"
Singapore,7308,"Structures of iron or steel and parts thereof; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures",738507222.4,184626805.6,404510786.177,2.207281158230507,6.39,1.0,A+,2.98,False,0.5667677055785222,0.9999999974631608,0.9702,6319.980856175579,0.7,4423.986599322905,73,4.3,0.0,0.0007287121761491536,0.003362045339445131,0.99999999875,0.9142980150116363,0.5267670652383021,6.39,0.19440219044130205,0.9999999992857143,1.0,0.7983500494965998,0.9495875121241499,0.5842240230258176,"low GCC penetration (high entry room) | stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 4.3)",Bahrain,Sea,"Standard sea freight; low unit value ($2.2/kg), non-perishable, long-haul route (6,320 km)"
Singapore,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",6717894636.0,1679473659.0,102061972.395,12.543448843234973,14.1,1.0,A+,0.99,False,0.43750670090651544,0.9999999887561456,0.9901,6319.980856175579,1.25,7899.9760702194735,87,4.3,0.0,0.0066288312458188505,0.02027222528723498,0.99999999875,0.9999999956933678,0.3130273647386862,14.1,0.42896257984700453,0.9999999992857143,1.0,0.6363510211217187,0.9090877550304297,0.5836110395940779,"low GCC penetration (high entry room) | rising prices (+14%/yr) | stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 4.3)",Bahrain,Sea,"Standard sea freight; low unit value ($12.5/kg), non-perishable, long-haul route (6,320 km)"
Canada,2601,Iron ores and concentrates; including roasted iron pyrites,25233370087.960754,6284267811.2816725,1831371467.111,0.15226669354797528,-3.57,1.0,A+,2.38,False,0.6279479276683555,0.9999999994276706,0.9762,10382.091972293898,0.7,7267.464380605728,26,4.0,0.0,0.024898848262886946,0.0,0.99999999875,0.9401378081820077,0.6279317001501401,0.0,0.0,0.7857142851530613,1.0,0.6658293265110478,0.8414573314313334,0.5832640431818373,"low GCC penetration (high entry room) | stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 4.0)",Bahrain,Sea,"Standard sea freight; low unit value ($0.2/kg), non-perishable, long-haul route (10,382 km)"
Singapore,8409,Parts suitable for use solely or principally with the engines of heading no. 8407 or 8408,3678294009.0861793,877992205.0742908,98132207.26,39.817584366009726,19.71,1.0,A+,1.67,False,0.4226312825084737,0.999999993878043,0.9833,6319.980856175579,1.25,7899.9760702194735,84,4.3,0.0,0.0036295264036131664,0.06489326411574052,0.99999999875,0.9707148967669469,0.2884300975174415,19.71,0.5996349254457064,0.9999999992857143,1.0,0.6363510211217187,0.9090877550304297,0.5827881099620743,"low GCC penetration (high entry room) | rising prices (+20%/yr) | stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 4.3)",Bahrain,Sea,"Standard sea freight; low unit value ($39.8/kg), non-perishable, long-haul route (6,320 km)"
Germany,2106,Food preparations not elsewhere specified or included,25990206310.810852,6022125434.013699,122196242.812,5.168428520127059,3.23,1.0,A+,1.13,False,0.5066648914593763,0.999999990371016,0.9887,4255.625774891001,1.5,6383.438662336502,21,4.1,9.229333333333333,0.025645651157929026,0.00820654247490083,0.99999999875,0.9939707106202814,0.42738397966189556,3.23,0.0982658959507677,0.8571428565306121,0.9759384233396033,0.7070294822126364,0.8671327396747146,0.5815362984327014,"low GCC penetration (high entry room) | stable market (A+ grade) | low landing cost (tariff 9.2%, LPI 4.1)",Bahrain,Air,"Perishable commodity (HS2 21) on long-haul route (4,256 km > 3,000 km threshold)"
Sweden,8409,Parts suitable for use solely or principally with the engines of heading no. 8407 or 8408,2277999958.492964,537171284.9004508,98132207.26,39.817584366009726,19.71,1.0,A+,1.67,False,0.4618658967172905,0.999999993878043,0.9833,4453.034303288559,1.25,5566.292879110699,84,4.0,1.7803903345724907,0.0022477959587420887,0.06489326411574052,0.99999999875,0.9707148967669469,0.3533065442964953,19.71,0.5996349254457064,0.7857142851530613,0.9953583864648138,0.7451126881692605,0.859421526431812,0.5814803877389693,"low GCC penetration (high entry room) | rising prices (+20%/yr) | stable market (A+ grade) | low landing cost (tariff 1.8%, LPI 4.0)",Bahrain,Sea,"Standard sea freight; low unit value ($39.8/kg), non-perishable, long-haul route (4,453 km)"
Belgium,8409,Parts suitable for use solely or principally with the engines of heading no. 8407 or 8408,3248511918.2827735,727558948.5034043,98132207.26,39.817584366009726,19.71,1.0,A+,1.67,False,0.4599100354031378,0.999999993878043,0.9833,4757.178028156556,1.25,5946.472535195695,84,4.0,1.7803903345724907,0.0032054419055951694,0.06489326411574052,0.99999999875,0.9707148967669469,0.3500724273053226,19.71,0.5996349254457064,0.7857142851530613,0.9953583864648138,0.7273943563361724,0.85499194347354,0.5807319500828244,"low GCC penetration (high entry room) | rising prices (+20%/yr) | stable market (A+ grade) | low landing cost (tariff 1.8%, LPI 4.0)",Bahrain,Sea,"Standard sea freight; low unit value ($39.8/kg), non-perishable, long-haul route (4,757 km)"
Sweden,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",19233924748.0,4808481187.0,102061972.395,12.543448843234973,14.1,1.0,A+,0.99,False,0.4477897153168223,0.9999999887561456,0.9901,4453.034303288559,1.25,5566.292879110699,87,4.0,7.049183673469388,0.018978937173461188,0.02027222528723498,0.99999999875,0.9999999956933678,0.3300308564403735,14.1,0.42896257984700453,0.7857142851530613,0.9816222399574834,0.7451126881692605,0.85392706782888,0.5801248121659248,"low GCC penetration (high entry room) | rising prices (+14%/yr) | stable market (A+ grade) | low landing cost (tariff 7.0%, LPI 4.0)",Bahrain,Sea,"Standard sea freight; low unit value ($12.5/kg), non-perishable, long-haul route (4,453 km)"
Norway,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",22427118168.0,5606779542.0,200499059.659,17.859171182658955,12.07,1.0,A+,1.19,False,0.5260423500449056,0.9999999950902065,0.9881,4820.457772966406,1.25,6025.572216208007,87,3.7,0.0,0.022129798639241794,0.028968854836168918,0.99999999875,0.9913867313032441,0.45942560122459486,12.07,0.3672041375002372,0.5714285710204083,1.0,0.7237079034351939,0.7809269757159414,0.5799353461138489,"low GCC penetration (high entry room) | rising prices (+12%/yr) | stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 3.7)",Bahrain,Sea,"Standard sea freight; low unit value ($17.9/kg), non-perishable, long-haul route (4,820 km)"
Norway,8409,Parts suitable for use solely or principally with the engines of heading no. 8407 or 8408,819451047.2888346,188009539.24819914,98132207.26,39.817584366009726,19.71,1.0,A+,1.67,False,0.5247408417503723,0.999999993878043,0.9833,4820.457772966406,1.25,6025.572216208007,84,3.7,0.0,0.0008085829340987682,0.06489326411574052,0.99999999875,0.9707148967669469,0.45727349051048427,19.71,0.5996349254457064,0.5714285710204083,1.0,0.7237079034351939,0.7809269757159414,0.5797430964968266,"low GCC penetration (high entry room) | rising prices (+20%/yr) | stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 3.7)",Bahrain,Sea,"Standard sea freight; low unit value ($39.8/kg), non-perishable, long-haul route (4,820 km)"
Sweden,2601,Iron ores and concentrates; including roasted iron pyrites,10437264928.0,2609316232.0,1831371467.111,0.15226669354797528,-3.57,1.0,A+,2.38,False,0.5842618042244822,0.9999999994276706,0.9762,4453.034303288559,0.7,3117.1240123019916,26,4.0,0.0,0.01029889409156778,0.0,0.99999999875,0.9401378081820077,0.5556944545510047,0.0,0.0,0.7857142851530613,1.0,0.8592565830432232,0.8898141455643772,0.5796438521990506,"low GCC penetration (high entry room) | stable market (A+ grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 0.0%, LPI 4.0)",Bahrain,Sea,"Standard sea freight; low unit value ($0.2/kg), non-perishable, long-haul route (4,453 km)"
Germany,2601,Iron ores and concentrates; including roasted iron pyrites,873710846.4986964,187329231.01834983,1831371467.111,0.15226669354797528,-3.57,1.0,A+,2.38,False,0.5732454416397258,0.9999999994276706,0.9762,4255.625774891001,0.7,2978.9380424237006,26,4.1,0.0,0.0008621234147350294,0.0,0.99999999875,0.9401378081820077,0.5374783340324015,0.0,0.0,0.8571428565306121,1.0,0.8656967616003665,0.9164241901858059,0.5794545541711964,"low GCC penetration (high entry room) | stable market (A+ grade) | proximity advantage (0.7x sensitivity) | low landing cost (tariff 0.0%, LPI 4.1)",Bahrain,Sea,"Standard sea freight; low unit value ($0.2/kg), non-perishable, long-haul route (4,256 km)"
Norway,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",3930456417.229125,982614104.3072813,102061972.395,12.543448843234973,14.1,1.0,A+,0.99,False,0.5254300073162075,0.9999999887561456,0.9901,4820.457772966406,1.25,6025.572216208007,87,3.7,0.0,0.0038783459113697774,0.02027222528723498,0.99999999875,0.9999999956933678,0.45841306111810903,14.1,0.42896257984700453,0.5714285710204083,1.0,0.7237079034351939,0.7809269757159414,0.5782378710012348,"low GCC penetration (high entry room) | rising prices (+14%/yr) | stable market (A+ grade) | low landing cost (tariff 0.0%, LPI 3.7)",Bahrain,Sea,"Standard sea freight; low unit value ($12.5/kg), non-perishable, long-haul route (4,820 km)"
